Y,id
1.0,16384
1.0,16385
1.0,16386
1.0,16387
0.923076923077,16388
1.0,16389
0.846153846154,16390
1.0,16391
1.0,16392
0.923076923077,16393
1.0,16394
0.923076923077,16395
0.923076923077,16396
0.769230769231,16397
0.923076923077,16398
0.461538461538,16399
1.0,16400
1.0,16401
1.0,16402
1.0,16403
0.923076923077,16404
0.923076923077,16405
0.923076923077,16406
1.0,16407
1.0,16408
1.0,16409
0.923076923077,16410
1.0,16411
0.923076923077,16412
0.923076923077,16413
0.923076923077,16414
1.0,16415
1.0,16416
0.923076923077,16417
1.0,16418
1.0,16419
1.0,16420
0.923076923077,16421
0.923076923077,16422
1.0,16423
1.0,16424
0.846153846154,16425
1.0,16426
0.923076923077,16427
0.923076923077,16428
0.923076923077,16429
1.0,16430
0.923076923077,16431
0.846153846154,16432
0.923076923077,16433
0.692307692308,16434
0.923076923077,16435
0.923076923077,16436
1.0,16437
0.923076923077,16438
0.846153846154,16439
0.923076923077,16440
1.0,16441
1.0,16442
0.923076923077,16443
1.0,16444
0.923076923077,16445
1.0,16446
1.0,16447
1.0,16448
1.0,16449
0.923076923077,16450
1.0,16451
1.0,16452
0.692307692308,16453
1.0,16454
0.846153846154,16455
1.0,16456
1.0,16457
0.923076923077,16458
0.769230769231,16459
0.923076923077,16460
0.923076923077,16461
0.923076923077,16462
1.0,16463
1.0,16464
1.0,16465
1.0,16466
0.846153846154,16467
1.0,16468
1.0,16469
1.0,16470
0.846153846154,16471
1.0,16472
1.0,16473
0.923076923077,16474
0.846153846154,16475
0.923076923077,16476
0.846153846154,16477
0.923076923077,16478
0.923076923077,16479
0.846153846154,16480
0.846153846154,16481
1.0,16482
1.0,16483
1.0,16484
1.0,16485
0.923076923077,16486
1.0,16487
0.923076923077,16488
1.0,16489
0.923076923077,16490
0.923076923077,16491
0.846153846154,16492
0.846153846154,16493
1.0,16494
1.0,16495
1.0,16496
1.0,16497
0.846153846154,16498
0.846153846154,16499
1.0,16500
1.0,16501
1.0,16502
0.615384615385,16503
1.0,16504
1.0,16505
0.846153846154,16506
1.0,16507
1.0,16508
0.923076923077,16509
0.923076923077,16510
0.769230769231,16511
0.692307692308,16512
1.0,16513
0.923076923077,16514
0.923076923077,16515
1.0,16516
0.923076923077,16517
1.0,16518
1.0,16519
0.923076923077,16520
0.692307692308,16521
1.0,16522
1.0,16523
0.923076923077,16524
0.923076923077,16525
1.0,16526
0.923076923077,16527
1.0,16528
0.769230769231,16529
0.923076923077,16530
1.0,16531
1.0,16532
1.0,16533
1.0,16534
1.0,16535
1.0,16536
1.0,16537
0.846153846154,16538
0.923076923077,16539
1.0,16540
1.0,16541
1.0,16542
0.769230769231,16543
1.0,16544
1.0,16545
1.0,16546
0.923076923077,16547
0.846153846154,16548
0.923076923077,16549
0.692307692308,16550
0.846153846154,16551
1.0,16552
1.0,16553
0.846153846154,16554
0.923076923077,16555
0.923076923077,16556
1.0,16557
1.0,16558
0.923076923077,16559
0.923076923077,16560
1.0,16561
1.0,16562
1.0,16563
0.923076923077,16564
0.923076923077,16565
1.0,16566
0.923076923077,16567
1.0,16568
1.0,16569
0.923076923077,16570
1.0,16571
0.923076923077,16572
1.0,16573
1.0,16574
0.923076923077,16575
1.0,16576
1.0,16577
0.923076923077,16578
0.846153846154,16579
1.0,16580
1.0,16581
0.769230769231,16582
0.923076923077,16583
1.0,16584
1.0,16585
0.769230769231,16586
1.0,16587
1.0,16588
1.0,16589
1.0,16590
0.923076923077,16591
1.0,16592
0.923076923077,16593
1.0,16594
0.923076923077,16595
1.0,16596
1.0,16597
0.923076923077,16598
0.923076923077,16599
0.846153846154,16600
0.923076923077,16601
1.0,16602
1.0,16603
1.0,16604
0.923076923077,16605
1.0,16606
0.923076923077,16607
1.0,16608
1.0,16609
0.923076923077,16610
0.923076923077,16611
0.846153846154,16612
0.923076923077,16613
1.0,16614
1.0,16615
1.0,16616
0.846153846154,16617
1.0,16618
0.307692307692,16619
0.923076923077,16620
1.0,16621
0.923076923077,16622
1.0,16623
1.0,16624
1.0,16625
1.0,16626
0.923076923077,16627
1.0,16628
1.0,16629
1.0,16630
0.923076923077,16631
0.846153846154,16632
0.923076923077,16633
0.769230769231,16634
1.0,16635
0.846153846154,16636
1.0,16637
1.0,16638
1.0,16639
1.0,16640
1.0,16641
1.0,16642
1.0,16643
0.923076923077,16644
0.846153846154,16645
0.923076923077,16646
1.0,16647
1.0,16648
0.923076923077,16649
0.923076923077,16650
0.923076923077,16651
1.0,16652
0.769230769231,16653
1.0,16654
1.0,16655
1.0,16656
1.0,16657
0.923076923077,16658
0.923076923077,16659
0.923076923077,16660
0.846153846154,16661
1.0,16662
0.923076923077,16663
1.0,16664
1.0,16665
1.0,16666
1.0,16667
1.0,16668
1.0,16669
1.0,16670
1.0,16671
1.0,16672
0.846153846154,16673
1.0,16674
1.0,16675
0.769230769231,16676
1.0,16677
1.0,16678
1.0,16679
0.923076923077,16680
0.923076923077,16681
0.923076923077,16682
1.0,16683
0.923076923077,16684
0.923076923077,16685
1.0,16686
0.923076923077,16687
0.923076923077,16688
0.923076923077,16689
1.0,16690
0.923076923077,16691
1.0,16692
0.923076923077,16693
0.615384615385,16694
1.0,16695
0.923076923077,16696
0.692307692308,16697
1.0,16698
1.0,16699
0.923076923077,16700
0.923076923077,16701
1.0,16702
0.923076923077,16703
1.0,16704
0.769230769231,16705
0.923076923077,16706
0.923076923077,16707
1.0,16708
1.0,16709
1.0,16710
0.923076923077,16711
1.0,16712
0.846153846154,16713
1.0,16714
1.0,16715
1.0,16716
1.0,16717
0.692307692308,16718
1.0,16719
1.0,16720
0.923076923077,16721
1.0,16722
1.0,16723
1.0,16724
0.846153846154,16725
0.692307692308,16726
1.0,16727
1.0,16728
1.0,16729
1.0,16730
0.923076923077,16731
0.923076923077,16732
0.923076923077,16733
0.769230769231,16734
0.923076923077,16735
1.0,16736
1.0,16737
1.0,16738
1.0,16739
1.0,16740
0.846153846154,16741
1.0,16742
1.0,16743
0.923076923077,16744
1.0,16745
1.0,16746
1.0,16747
1.0,16748
0.923076923077,16749
1.0,16750
0.923076923077,16751
1.0,16752
1.0,16753
1.0,16754
1.0,16755
0.923076923077,16756
0.923076923077,16757
0.846153846154,16758
0.923076923077,16759
1.0,16760
1.0,16761
1.0,16762
0.923076923077,16763
1.0,16764
1.0,16765
1.0,16766
1.0,16767
0.923076923077,16768
1.0,16769
0.923076923077,16770
1.0,16771
0.923076923077,16772
1.0,16773
0.846153846154,16774
0.923076923077,16775
0.923076923077,16776
1.0,16777
1.0,16778
1.0,16779
1.0,16780
0.923076923077,16781
1.0,16782
1.0,16783
0.923076923077,16784
1.0,16785
1.0,16786
0.923076923077,16787
0.846153846154,16788
0.846153846154,16789
0.846153846154,16790
0.846153846154,16791
0.923076923077,16792
1.0,16793
0.846153846154,16794
1.0,16795
1.0,16796
0.923076923077,16797
1.0,16798
1.0,16799
0.923076923077,16800
0.846153846154,16801
0.846153846154,16802
1.0,16803
1.0,16804
0.923076923077,16805
1.0,16806
0.923076923077,16807
0.923076923077,16808
1.0,16809
1.0,16810
0.923076923077,16811
1.0,16812
1.0,16813
1.0,16814
1.0,16815
1.0,16816
0.923076923077,16817
0.923076923077,16818
1.0,16819
0.923076923077,16820
0.769230769231,16821
1.0,16822
0.769230769231,16823
1.0,16824
1.0,16825
1.0,16826
0.923076923077,16827
0.846153846154,16828
0.846153846154,16829
0.846153846154,16830
1.0,16831
1.0,16832
0.769230769231,16833
1.0,16834
1.0,16835
1.0,16836
1.0,16837
0.923076923077,16838
0.923076923077,16839
0.923076923077,16840
0.923076923077,16841
1.0,16842
0.846153846154,16843
1.0,16844
1.0,16845
0.923076923077,16846
1.0,16847
1.0,16848
1.0,16849
0.923076923077,16850
1.0,16851
0.846153846154,16852
0.923076923077,16853
0.846153846154,16854
0.846153846154,16855
1.0,16856
1.0,16857
0.923076923077,16858
1.0,16859
1.0,16860
0.923076923077,16861
1.0,16862
1.0,16863
1.0,16864
1.0,16865
0.846153846154,16866
1.0,16867
0.846153846154,16868
0.923076923077,16869
0.846153846154,16870
1.0,16871
0.846153846154,16872
0.923076923077,16873
1.0,16874
0.923076923077,16875
0.923076923077,16876
0.923076923077,16877
0.923076923077,16878
1.0,16879
0.692307692308,16880
0.769230769231,16881
1.0,16882
0.923076923077,16883
1.0,16884
1.0,16885
0.769230769231,16886
0.923076923077,16887
1.0,16888
0.923076923077,16889
0.923076923077,16890
0.846153846154,16891
0.923076923077,16892
1.0,16893
1.0,16894
1.0,16895
1.0,16896
1.0,16897
1.0,16898
0.846153846154,16899
1.0,16900
0.923076923077,16901
0.846153846154,16902
1.0,16903
0.846153846154,16904
1.0,16905
1.0,16906
0.846153846154,16907
1.0,16908
1.0,16909
0.846153846154,16910
1.0,16911
0.846153846154,16912
1.0,16913
0.923076923077,16914
0.923076923077,16915
0.846153846154,16916
0.923076923077,16917
1.0,16918
1.0,16919
1.0,16920
0.923076923077,16921
1.0,16922
0.846153846154,16923
0.923076923077,16924
1.0,16925
1.0,16926
0.846153846154,16927
1.0,16928
0.923076923077,16929
1.0,16930
0.769230769231,16931
0.923076923077,16932
0.769230769231,16933
0.846153846154,16934
0.923076923077,16935
0.769230769231,16936
0.923076923077,16937
0.923076923077,16938
0.923076923077,16939
1.0,16940
0.846153846154,16941
1.0,16942
0.923076923077,16943
0.846153846154,16944
1.0,16945
0.923076923077,16946
1.0,16947
0.846153846154,16948
1.0,16949
1.0,16950
1.0,16951
1.0,16952
0.923076923077,16953
0.846153846154,16954
0.769230769231,16955
1.0,16956
0.846153846154,16957
0.846153846154,16958
0.923076923077,16959
1.0,16960
1.0,16961
1.0,16962
1.0,16963
1.0,16964
0.923076923077,16965
1.0,16966
1.0,16967
1.0,16968
1.0,16969
0.923076923077,16970
0.923076923077,16971
1.0,16972
1.0,16973
0.846153846154,16974
1.0,16975
0.923076923077,16976
0.923076923077,16977
1.0,16978
0.769230769231,16979
0.923076923077,16980
1.0,16981
1.0,16982
0.923076923077,16983
1.0,16984
0.923076923077,16985
1.0,16986
1.0,16987
1.0,16988
1.0,16989
0.846153846154,16990
0.923076923077,16991
0.923076923077,16992
0.846153846154,16993
1.0,16994
1.0,16995
1.0,16996
0.923076923077,16997
1.0,16998
1.0,16999
0.923076923077,17000
0.846153846154,17001
1.0,17002
0.923076923077,17003
0.692307692308,17004
0.923076923077,17005
0.923076923077,17006
0.846153846154,17007
0.846153846154,17008
1.0,17009
1.0,17010
0.692307692308,17011
1.0,17012
1.0,17013
1.0,17014
0.923076923077,17015
1.0,17016
1.0,17017
1.0,17018
1.0,17019
0.846153846154,17020
1.0,17021
0.846153846154,17022
1.0,17023
0.923076923077,17024
1.0,17025
1.0,17026
0.846153846154,17027
0.923076923077,17028
1.0,17029
0.846153846154,17030
