SalePrice,id
119958.03568085941,1461
151482.56732178395,1462
180200.85364774032,1463
197515.6191932898,1464
202434.15749064818,1465
170553.8002041175,1466
179791.38144936977,1467
159786.24839760835,1468
196124.18290531286,1469
118848.50907472268,1470
188060.2828704754,1471
98874.49267449236,1472
95139.60535946723,1473
143650.45340084162,1474
107788.4400639634,1475
353637.7429500651,1476
246593.88849179435,1477
299793.5405770778,1478
300047.4223672608,1479
468168.6525518394,1480
321388.27559221024,1481
213626.66131492564,1482
181178.24498756125,1483
160707.47963791044,1484
197392.59475472636,1485
194937.39517316487,1486
335953.36810157524,1487
238785.18885069172,1488
189499.42355182284,1489
239798.14108499832,1490
196908.57696842722,1491
92669.4452314524,1492
190785.53370780428,1493
295743.9681727021,1494
288783.3667803152,1495
234247.278802205,1496
179731.18985015666,1497
171647.37301015333,1498
165691.10372279983,1499
158408.2164527097,1500
172992.95396476975,1501
145806.4540124608,1502
285953.0864767644,1503
241975.47239173672,1504
225726.2368613103,1505
187589.0438107682,1506
244001.42398649143,1507
201683.970471808,1508
161700.73678232913,1509
142587.41205169665,1510
150707.59090101416,1511
177473.8613694218,1512
153712.54334818723,1513
154169.29629532804,1514
192753.11906772043,1515
155724.71188229855,1516
171602.61980410645,1517
131335.31357240287,1518
209173.90226492216,1519
125480.1393832694,1520
128980.66205255075,1521
179320.27222170786,1522
110060.7866483352,1523
126801.31939841094,1524
117884.95844067333,1525
110336.4166118697,1526
109264.97026908294,1527
140138.658888564,1528
149754.5069053963,1529
187505.41211882123,1530
107038.98144264375,1531
98599.66704899039,1532
145727.85694998267,1533
127754.78547481145,1534
146880.30646072593,1535
107061.7611781298,1536
61370.931964107054,1537
147900.73574816043,1538
194952.31553586505,1539
98419.39663434506,1540
137951.3332385277,1541
140328.13596767612,1542
178438.8873053456,1543
88908.45240637587,1544
118530.53448154785,1545
138920.08751502234,1546
128140.35533722928,1547
142759.83454615765,1548
123916.79784501856,1549
133387.52200822963,1550
106600.95955781781,1551
133270.6314764586,1552
145111.62266952853,1553
116065.46661050533,1554
158658.53647127323,1555
86637.5639340947,1556
105269.77594404801,1557
102073.88963032656,1558
63815.16526167638,1559
134646.87018439127,1560
125800.45662833384,1561
131032.22187926709,1562
117679.93915014004,1563
154206.30751749736,1564
150891.97122510345,1565
239163.5260674261,1566
77679.36499761227,1567
232878.76661160754,1568
124226.72848717548,1569
141737.6220948091,1570
123612.29380225853,1571
140148.85973573785,1572
228540.67790020123,1573
119906.9369728428,1574
229505.79100887442,1575
250118.09643145878,1576
178040.27605979602,1577
150476.41371499884,1578
143380.78514874337,1579
197272.39716811565,1580
156303.7747759939,1581
124485.80428106799,1582
282176.7467947107,1583
216047.37914194187,1584
133838.84086351644,1585
64043.70917234084,1586
107182.11774385917,1587
151703.05292493012,1588
96467.44096752554,1589
133280.25736111912,1590
89610.44809989548,1591
115191.24218792796,1592
126192.82947907405,1593
122740.38034701673,1594
106236.89541185307,1595
214983.62553379458,1596
196103.51870949962,1597
233248.81723808934,1598
166963.75441543479,1599
158619.88866749246,1600
66603.07764393224,1601
118611.56018638247,1602
70791.92304066032,1603
256728.3997178625,1604
241396.1461002653,1605
168356.82895691102,1606
177798.74421209842,1607
216348.2566360515,1608
180674.09855562268,1609
151484.65342227966,1610
137758.68052711905,1611
173327.96553355278,1612
165117.0806683792,1613
129953.92038077721,1614
96441.40108149807,1615
79755.20945406848,1616
95856.17488520291,1617
125122.37079737493,1618
138672.0834848866,1619
146919.25214627312,1620
138712.8492664765,1621
143657.8976437751,1622
258021.06921533382,1623
209067.1356980788,1624
117888.51813464289,1625
173142.2966125131,1626
192792.4357545711,1627
282314.5886269756,1628
184140.16903740965,1629
342627.95657838316,1630
232772.8607033968,1631
247010.49548399678,1632
178442.31576780597,1633
184625.30296358804,1634
174270.41065693373,1635
152515.07144664507,1636
200570.8691100518,1637
177519.02272995445,1638
192763.38974521085,1639
249924.715794737,1640
184303.78297500312,1641
244898.65800727843,1642
210499.83008102345,1643
235868.7860262266,1644
196656.5926997517,1645
158881.8169986218,1646
161133.3589739657,1647
128651.05666166088,1648
141179.42065664232,1649
112770.87124864015,1650
120842.12313922982,1651
98518.05383176426,1652
101156.25584353825,1653
142618.81102170353,1654
131559.1872735888,1655
138708.64300461928,1656
145418.34172256652,1657
143297.3770595178,1658
114911.58772959914,1659
156593.40895000342,1660
411594.5356623794,1661
396436.81978452386,1662
372080.07022381946,1663
477000.4288039101,1664
309112.91937943024,1665
338364.06752571696,1666
383941.97714223305,1667
354253.6648939167,1668
318962.8616643031,1669
351881.4998033925,1670
262548.45742123504,1671
