SalePrice,id
11.745617866516113,1461
11.99734878540039,1462
12.103204727172852,1463
12.136253356933594,1464
12.22791862487793,1465
12.071703910827637,1466
12.043118476867676,1467
11.990130424499512,1468
12.211301803588867,1469
11.698862075805664,1470
12.211729049682617,1471
11.458739280700684,1472
11.454232215881348,1473
11.919453620910645,1474
11.724021911621094,1475
12.8919038772583,1476
12.418985366821289,1477
12.542366981506348,1478
12.50128173828125,1479
13.137063026428223,1480
12.62594223022461,1481
12.248554229736328,1482
12.060534477233887,1483
12.021060943603516,1484
12.129000663757324,1485
12.186158180236816,1486
12.717199325561523,1487
12.370722770690918,1488
12.195402145385742,1489
12.266679763793945,1490
12.203092575073242,1491
11.544978141784668,1492
12.115917205810547,1493
12.614140510559082,1494
12.640908241271973,1495
12.384428024291992,1496
12.108085632324219,1497
11.957369804382324,1498
11.942846298217773,1499
11.868573188781738,1500
12.037041664123535,1501
11.917947769165039,1502
12.475132942199707,1503
12.393702507019043,1504
12.306321144104004,1505
12.106982231140137,1506
12.425444602966309,1507
12.25869083404541,1508
12.011175155639648,1509
11.874550819396973,1510
11.853373527526855,1511
12.033369064331055,1512
11.868990898132324,1513
11.980536460876465,1514
12.207951545715332,1515
11.975334167480469,1516
11.98654842376709,1517
11.852099418640137,1518
12.281027793884277,1519
11.788069725036621,1520
11.809131622314453,1521
12.062005043029785,1522
11.605123519897461,1523
11.741442680358887,1524
11.761360168457031,1525
11.680497169494629,1526
11.593985557556152,1527
11.831604957580566,1528
11.840137481689453,1529
12.09304428100586,1530
11.614736557006836,1531
11.598758697509766,1532
11.886735916137695,1533
11.674761772155762,1534
11.931005477905273,1535
11.584466934204102,1536
11.289223670959473,1537
12.038886070251465,1538
12.236528396606445,1539
11.493804931640625,1540
11.846595764160156,1541
11.816585540771484,1542
12.29792308807373,1543
11.346981048583984,1544
11.61357593536377,1545
11.718588829040527,1546
11.716029167175293,1547
11.81088924407959,1548
11.638772964477539,1549
11.82071590423584,1550
11.763641357421875,1551
11.758732795715332,1552
11.821222305297852,1553
11.718083381652832,1554
11.98141860961914,1555
11.336309432983398,1556
11.652488708496094,1557
11.518394470214844,1558
11.473116874694824,1559
11.800629615783691,1560
11.845236778259277,1561
11.7711181640625,1562
11.700019836425781,1563
11.978479385375977,1564
11.884897232055664,1565
12.448814392089844,1566
11.245250701904297,1567
12.316227912902832,1568
11.751845359802246,1569
11.809454917907715,1570
11.71325397491455,1571
11.913270950317383,1572
12.47702407836914,1573
11.715320587158203,1574
12.369436264038086,1575
12.274087905883789,1576
12.157938957214355,1577
11.919548034667969,1578
11.863642692565918,1579
