SalePrice,id
124204.46875,1461
157843.71875,1462
182390.484375,1463
182632.59375,1464
193419.46875,1465
171820.375,1466
171992.84375,1467
160029.546875,1468
193145.1875,1469
121021.0078125,1470
196521.4375,1471
93623.84375,1472
96714.90625,1473
151660.46875,1474
131466.28125,1475
381419.90625,1476
251155.65625,1477
284836.0,1478
297696.21875,1479
500249.75,1480
339882.34375,1481
206672.671875,1482
161563.46875,1483
165237.84375,1484
175226.953125,1485
189813.203125,1486
354676.78125,1487
241879.296875,1488
200206.65625,1489
199779.421875,1490
192322.65625,1491
93318.0859375,1492
181450.671875,1493
328077.0625,1494
311564.96875,1495
228139.3125,1496
182468.953125,1497
156549.65625,1498
158358.921875,1499
138747.3125,1500
169562.25,1501
150592.640625,1502
281076.78125,1503
243895.453125,1504
227403.578125,1505
188124.046875,1506
236751.859375,1507
199739.796875,1508
166971.3125,1509
145946.28125,1510
142714.78125,1511
170565.859375,1512
146706.6875,1513
163272.875,1514
208591.609375,1515
162459.609375,1516
162512.296875,1517
143432.21875,1518
215805.390625,1519
133190.78125,1520
135652.3125,1521
177277.09375,1522
111449.8359375,1523
122993.90625,1524
128095.2421875,1525
120428.3046875,1526
105915.5625,1527
134145.4375,1528
147749.765625,1529
178100.671875,1530
104917.171875,1531
102754.5078125,1532
142485.625,1533
117719.7109375,1534
150792.984375,1535
106716.65625,1536
74782.390625,1537
153914.859375,1538
199741.328125,1539
90053.9609375,1540
138224.046875,1541
136405.90625,1542
220199.921875,1543
75537.6640625,1544
102322.0859375,1545
122458.7890625,1546
130170.296875,1547
126935.1015625,1548
111090.3125,1549
136845.140625,1550
121876.484375,1551
131481.703125,1552
150718.21875,1553
116533.0,1554
168296.140625,1555
80456.1328125,1556
105049.2265625,1557
88991.546875,1558
79328.65625,1559
133644.765625,1560
141540.703125,1561
129428.9375,1562
122656.3203125,1563
150664.1875,1564
150633.4375,1565
240318.546875,1566
78543.640625,1567
217998.234375,1568
126875.1953125,1569
133769.984375,1570
129300.6328125,1571
151281.140625,1572
254475.875,1573
122517.6640625,1574
223271.8125,1575
210168.09375,1576
190994.03125,1577
147480.609375,1578
146850.015625,1579
200422.90625,1580
142027.078125,1581
127436.4140625,1582
328925.75,1583
218413.390625,1584
142367.453125,1585
80235.453125,1586
99866.78125,1587
147732.578125,1588
91431.1328125,1589
136461.59375,1590
98061.7109375,1591
118676.3828125,1592
133832.5,1593
111848.9140625,1594
106222.875,1595
243930.8125,1596
190066.078125,1597
212704.515625,1598
190945.046875,1599
189440.84375,1600
67847.9453125,1601
112733.15625,1602
92781.65625,1603
266791.75,1604
256563.5,1605
167091.421875,1606
180873.96875,1607
214861.140625,1608
184861.921875,1609
145949.90625,1610
142039.40625,1611
164869.03125,1612
155887.421875,1613
128233.7265625,1614
84605.71875,1615
74951.3203125,1616
92234.578125,1617
124831.828125,1618
144518.171875,1619
180679.84375,1620
140697.28125,1621
136718.46875,1622
285362.375,1623
208467.71875,1624
128040.40625,1625
164518.9375,1626
183882.546875,1627
270448.875,1628
184032.890625,1629
324365.5625,1630
222814.484375,1631
244980.84375,1632
166007.375,1633
176672.875,1634
181440.28125,1635
153333.8125,1636
190920.09375,1637
204227.84375,1638
182377.609375,1639
245011.921875,1640
183055.625,1641
218457.546875,1642
237645.84375,1643
235685.84375,1644
187442.625,1645
156991.453125,1646
175313.875,1647
134827.515625,1648
136017.5,1649
112883.34375,1650
122806.0234375,1651
98755.2578125,1652
94677.0703125,1653
153448.359375,1654
158051.140625,1655
145204.21875,1656
153448.359375,1657
142990.9375,1658
136722.125,1659
148581.046875,1660
428507.25,1661
430411.71875,1662
397440.1875,1663
225257.0,1664
285509.375,1665
318592.375,1666
359844.25,1667
314060.71875,1668
294498.5625,1669
371208.90625,1670
248476.15625,1671
434531.53125,1672
301050.03125,1673
249215.171875,1674
171619.421875,1675
172737.15625,1676
215388.0,1677
460284.09375,1678
386294.53125,1679
336151.0625,1680
248351.546875,1681
315491.75,1682
172484.796875,1683
179939.90625,1684
171131.078125,1685
170588.140625,1686
162546.71875,1687
189787.5,1688
197008.953125,1689
202290.578125,1690
181060.359375,1691
283107.375,1692
165189.46875,1693
181615.65625,1694
168201.46875,1695
303625.125,1696
169569.359375,1697
360050.21875,1698
312163.96875,1699
237779.140625,1700
279080.4375,1701
247485.015625,1702
