Id,SalePrice
1461,117149.14129561993
1462,151030.61887825403
1463,180486.72007595914
1464,196541.7896327708
1465,202189.909666656
1466,169946.08137187883
1467,178957.2117123072
1468,158722.10570478358
1469,196829.40202429393
1470,119542.07272611305
1471,186659.95206394265
1472,97252.45337846085
1473,93925.51648911378
1474,142414.43863320423
1475,105918.33921211469
1476,355101.38280664815
1477,245596.4325767408
1478,300091.82869760686
1479,303017.7021496103
1480,475899.0537371949
1481,325142.2946333469
1482,212404.4637457613
1483,182070.02096973456
1484,159334.899272327
1485,195547.64924162286
1486,194129.17063603178
1487,340854.00180128386
1488,238421.84851739337
1489,190499.03811720948
1490,244661.39160520292
1491,196223.01040858202
1492,91903.77068998141
1493,189220.61008926545
1494,295733.9851575434
1495,290897.36706035683
1496,237016.4040277784
1497,182437.11076556105
1498,172942.04111885498
1499,166324.74728958312
1500,160142.07035751353
1501,176095.1568875143
1502,143835.51826356642
1503,285769.32430260634
1504,240293.16459645188
1505,226477.618372297
1506,188088.00964788574
1507,245626.22772239125
1508,200865.74406403126
1509,161170.69285632065
1510,143149.06580549554
1511,152400.25039965534
1512,180468.6852174784
1513,153213.30477016
1514,153658.36073893373
1515,196023.47762287827
1516,155505.31922661175
1517,171160.41684712082
1518,130791.21134520651
1519,207705.34650141333
1520,125495.76711682472
1521,128885.28281371635
1522,180502.19828243658
1523,111836.49056719583
1524,128656.3833446114
1525,117689.27241041053
1526,109698.44987270464
1527,110464.51003740616
1528,138920.2089513216
1529,151897.9436125257
1530,187123.5753323463
1531,106365.87363017113
1532,98741.0319934814
1533,148013.79893310746
1534,127388.46995238264
1535,146007.38539645253
1536,106553.27425011306
1537,59438.86058215236
1538,145102.25466907612
1539,197079.3850252369
1540,97425.82635065164
1541,136483.2206410234
1542,140621.0718964817
1543,177272.86295424763
1544,88969.35731185006
1545,118587.54939376478
1546,138253.02610581997
1547,127647.74818135335
1548,143825.26160994076
1549,123734.38240520925
1550,133927.13498674514
1551,105592.70091935652
1552,135090.39041509607
1553,146149.69835384053
1554,116125.37678528555
1555,158286.70040515697
1556,85763.35871891117
1557,106148.02863453423
1558,100685.48318462988
1559,62200.20298921012
1560,135071.166544314
1561,127445.16974533956
1562,130581.61224639554
1563,118441.55071847378
1564,154194.11701776343
1565,150171.32779029195
1566,239941.0108905844
1567,77172.25861698842
1568,234966.2079174945
1569,123988.16442478265
1570,139721.69940662466
1571,123175.35660606998
1572,139974.42988166554
1573,229234.0727023208
1574,120379.72105637407
1575,233193.72463473293
1576,248698.66796362793
1577,176103.02124740998
1578,151847.18358605934
1579,143449.39811857964
1580,194401.10193074297
1581,156035.6882582895
1582,124348.18251713621
1583,280483.8445039727
1584,214946.77765842332
1585,132514.82811033592
1586,62407.44782025653
1587,107126.8820080531
1588,152893.2650724437
1589,96013.49588172864
1590,132320.09433836068
1591,90427.2001511898
1592,115659.13373372337
1593,126232.28487669842
1594,124817.74443562442
1595,107595.52464984856
1596,215989.19175077308
1597,198494.64333979084
1598,235939.01072240723
1599,163308.23546732645
1600,154608.86400976547
1601,66582.21546368094
1602,116416.4084702155
1603,69364.01763135078
1604,259128.41275049525
1605,238180.1708294892
1606,167213.00934869744
1607,176223.44224387678
1608,214800.1611086857
1609,180432.78437414888
1610,151844.60666628068
1611,136529.66118441412
1612,175148.30388590335
1613,164587.01996386866
1614,130423.52092657016
1615,96701.75292732302
1616,79864.96827692227
1617,95287.06282735604
1618,124448.94920974803
1619,137895.78029019103
1620,145711.07429220897
1621,137617.08872693402
1622,142916.4829468758
1623,259745.4070933955
1624,208944.85655895688
1625,115495.15976841199
1626,172168.03398128002
1627,191936.9761669314
1628,280923.41324920004
1629,182213.05967325403
1630,351147.8707238354
1631,234873.85331845665
1632,249367.02046431878
1633,175898.15490092564
1634,184479.05379395798
1635,173248.04872644815
1636,152181.181115596
1637,203894.63411463608
1638,173875.45755044406
1639,192959.9267539111
1640,249445.67078923483
1641,184519.30165215672
1642,247630.21788130692
1643,209040.23794302094
1644,234272.9787802152
1645,197998.67883087785
1646,157976.15782621858
1647,158716.7450415906
1648,128834.01773672979
1649,141467.5973868869
1650,112409.75113297981
1651,119773.77337193517
1652,96959.81611554178
1653,99640.68145997237
1654,141833.2756535522
1655,130023.04417461673
1656,137421.1018644461
1657,144790.7111299372
1658,142425.25971807548
1659,111746.09785684203
1660,155415.74613165192
1661,412393.0901312325
1662,402910.27217496664
1663,376493.59797634167
1664,487772.49718802277
1665,311060.6926415906
