Id,SalePrice
1461,121519.4865687102
1462,159637.89835116183
1463,187900.72801904645
1464,200719.15808522573
1465,199280.93485458958
1466,172150.5802380501
1467,175725.36942368583
1468,160007.05202636245
1469,199628.64494953043
1470,120940.92119812043
1471,168854.11352699617
1472,96224.90596214759
1473,95102.93526592819
1474,144991.2202554879
1475,107578.80816110525
1476,362520.99203367275
1477,254447.9112356652
1478,313770.71045338607
1479,302293.8390440043
1480,498234.8330637129
1481,328114.66220794024
1482,208777.6050269399
1483,183516.5841356275
1484,159881.74008952235
1485,187666.14970685178
1486,189198.18229505248
1487,344355.74080852175
1488,228316.69315217587
1489,194714.27489119538
1490,250808.0068809989
1491,196485.22666556836
1492,97484.03835830074
1493,179764.5336858304
1494,304346.0233406886
1495,288971.24729589676
1496,232869.67663467617
1497,184067.26453929875
1498,191445.86840953137
1499,169928.55999513617
1500,159757.73132295138
1501,178058.84004735397
1502,139310.784749261
1503,321372.7619004777
1504,239390.75294045673
1505,229172.85783113138
1506,191411.65423944133
1507,245082.90683993147
1508,200435.5006925448
1509,155763.70905066005
1510,145549.10443303242
1511,169178.3394188049
1512,171467.39524372085
1513,146193.08218789514
1514,158534.61361391124
1515,186091.45811555305
1516,153208.7886097603
1517,175133.5894021247
1518,130435.33581455286
1519,207643.68488020007
1520,125638.7373439868
1521,134112.95737830494
1522,175903.61020447986
1523,116853.01782366645
1524,127550.956617679
1525,117872.07536080762
1526,111779.62290247265
1527,109362.96662398374
1528,132419.06956437835
1529,157802.33522643583
1530,192077.14517930718
1531,109526.13240775336
1532,92063.84552807968
1533,153908.1774400444
1534,125926.13322289694
1535,147164.1042547387
1536,104371.99465384113
1537,59240.8644209145
1538,151127.4296381549
1539,193392.91897892876
1540,84825.17630046478
1541,140722.63546525454
1542,157275.68508799988
1543,178345.96848263824
1544,84101.26978511065
1545,116715.10121745497
1546,136669.87260024817
1547,133573.48779737795
1548,141061.70027906398
1549,121057.54017903098
1550,136773.58043448126
1551,102338.04409863944
1552,140093.2596023056
1553,145076.78079433448
1554,114715.23941541219
1555,166703.56550734738
1556,83042.63090935592
1557,123300.2472539043
1558,105326.96357595146
1559,59389.77456784258
1560,128734.77249808074
1561,125050.097819141
1562,130491.39232265501
1563,120552.63204775943
1564,159493.4643068942
1565,157224.68257488575
1566,237690.87818133252
1567,78603.31929950962
1568,238868.67450030652
1569,138457.62387079388
1570,130797.9284632451
1571,110995.31014337881
1572,141939.3471899425
1573,228441.92915765455
1574,119858.71569404118
1575,240737.08246577968
1576,231060.40093008304
1577,175421.97270392854
1578,146996.8742065312
1579,152009.60967482737
1580,194727.66012473984
1581,158141.82100991684
1582,125713.0892226672
1583,286287.3891678284
1584,214814.54318542941
1585,133629.365393659
1586,77073.9708602841
1587,108732.90104931193
1588,146363.80396922652
1589,98715.24726883386
1590,126959.4540769741
1591,92934.4328096286
1592,121339.06438162352
1593,128981.86822783538
1594,129309.07543967082
1595,114276.3272758969
1596,217072.3732190177
1597,207385.8077698134
1598,231295.01188391578
1599,170296.31067189746
1600,160415.2540443306
1601,64954.60887745885
1602,118999.74242075867
1603,62474.20320992262
1604,261905.54945578479
1605,229173.54682474406
1606,162926.16817654844
1607,174922.41228227716
1608,216934.00669446719
1609,181548.60434940053
1610,152661.7713167541
