SalePrice,id
123460.34375,1461
165396.28125,1462
186724.5,1463
193355.484375,1464
187838.28125,1465
177393.796875,1466
174002.984375,1467
166140.09375,1468
185443.21875,1469
128209.7578125,1470
202270.125,1471
92637.09375,1472
90390.046875,1473
151004.671875,1474
128729.609375,1475
355369.84375,1476
256987.375,1477
277297.09375,1478
275992.1875,1479
460388.125,1480
335675.65625,1481
205745.625,1482
167352.796875,1483
162499.28125,1484
163836.28125,1485
193577.25,1486
323085.28125,1487
248543.46875,1488
211452.96875,1489
196957.296875,1490
187535.609375,1491
92488.171875,1492
187211.453125,1493
285423.0625,1494
302563.71875,1495
236989.71875,1496
174700.015625,1497
154217.6875,1498
154257.703125,1499
142713.421875,1500
175402.171875,1501
139036.34375,1502
303454.90625,1503
242586.65625,1504
230806.546875,1505
191536.6875,1506
241874.234375,1507
198732.578125,1508
171852.984375,1509
155207.125,1510
149714.84375,1511
170037.359375,1512
142757.9375,1513
132744.53125,1514
194323.59375,1515
142793.328125,1516
155032.125,1517
137343.015625,1518
221206.015625,1519
138560.46875,1520
141000.3125,1521
173254.375,1522
120308.1171875,1523
119937.40625,1524
123514.515625,1525
129997.984375,1526
104182.7265625,1527
134720.96875,1528
148968.96875,1529
168395.03125,1530
110451.0859375,1531
98947.390625,1532
134292.515625,1533
120104.9765625,1534
143435.359375,1535
104312.6640625,1536
73255.4921875,1537
162568.5625,1538
187568.703125,1539
98011.6875,1540
142117.171875,1541
146143.921875,1542
227416.15625,1543
79705.015625,1544
109272.296875,1545
126454.6953125,1546
122617.2578125,1547
131202.125,1548
107276.859375,1549
132843.703125,1550
119292.4296875,1551
135506.84375,1552
141980.359375,1553
115381.1484375,1554
175005.671875,1555
79391.8515625,1556
113462.9296875,1557
92933.4375,1558
85247.1796875,1559
125390.703125,1560
144008.984375,1561
125540.5078125,1562
121991.0234375,1563
153744.546875,1564
146679.40625,1565
243144.625,1566
78797.3828125,1567
220565.203125,1568
120746.2890625,1569
136504.421875,1570
123747.4921875,1571
154516.25,1572
251388.828125,1573
102296.328125,1574
225178.171875,1575
211104.796875,1576
194551.484375,1577
150545.40625,1578
146204.5625,1579
203009.515625,1580
142620.90625,1581
130145.2265625,1582
325285.3125,1583
231808.25,1584
140498.296875,1585
72519.15625,1586
99377.6796875,1587
152052.078125,1588
103059.8203125,1589
131810.015625,1590
96822.1484375,1591
114768.4453125,1592
132333.609375,1593
124368.984375,1594
100404.71875,1595
259894.453125,1596
186662.546875,1597
199619.0625,1598
182016.890625,1599
171095.015625,1600
59592.8671875,1601
111840.4921875,1602
82441.6796875,1603
278930.375,1604
269307.9375,1605
175334.78125,1606
151218.828125,1607
202704.625,1608
184595.546875,1609
158933.09375,1610
142749.625,1611
165202.0625,1612
158897.640625,1613
117093.578125,1614
81150.0546875,1615
72293.078125,1616
86972.328125,1617
124993.8359375,1618
117998.6875,1619
168552.328125,1620
139848.46875,1621
134082.90625,1622
277881.34375,1623
196693.1875,1624
130971.2265625,1625
171662.484375,1626
186617.5,1627
272105.65625,1628
185755.96875,1629
340318.25,1630
217548.59375,1631
241924.0625,1632
171565.265625,1633
181741.796875,1634
185433.125,1635
159102.1875,1636
188567.53125,1637
204280.828125,1638
188848.828125,1639
267009.375,1640
192030.515625,1641
222927.5625,1642
233055.34375,1643
233406.765625,1644
172763.515625,1645
163827.6875,1646
163915.671875,1647
136467.703125,1648
137264.578125,1649
120167.8828125,1650
116768.1796875,1651
92972.7109375,1652
95250.1640625,1653
148784.25,1654
147839.984375,1655
147701.734375,1656
152893.859375,1657
145709.15625,1658
136245.984375,1659
149485.28125,1660
452049.09375,1661
